avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
75.00,58.00,187.67,1146.94,9.75,6.00,151.75,2.11,1.50,0.50,7.75,7.75,17.50,0.50,1.00,2.25,2.75,6.50,21.68,0.00,0.00,163.50,12.50,19.00,34.48,320.93,3.38,0.50,22.13,0.44,0.50,0.75,3.38,6.25,7.50,0.50,1.50,3.38,4.13,6.75,5.80,0.00,0.00,61.50,42.00,60.00,119.32,902.92,11.00,2.00,60.00,1.16,1.00,2.00,9.00,14.00,19.00,1.00,4.00,9.00,11.00,19.00,16.59,0.00,0.00,162.00,92.00,80.00,238.03,1408.00,14.00,7.00,196.00,2.54,2.00,2.00,10.00,14.00,25.00,1.00,4.00,9.00,11.00,20.00,33.29,0.00,0.00,225.00,50.00,20.00,118.71,505.08,3.00,5.00,136.00,1.38,1.00,0.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,63.00,79.00,66.00,196.97,1337.33,11.00,6.00,136.00,2.54,1.00,0.00,10.00,14.00,25.00,1.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,225.00
32.31,65.31,73.03,1587.72,10.46,4.15,129.77,1.87,2.00,0.92,7.54,1.08,11.54,0.00,1.85,2.46,0.00,4.31,17.28,0.18,0.97,224.46,6.11,12.64,16.22,347.38,3.27,0.28,9.02,0.13,0.00,0.99,2.27,1.99,3.27,0.00,1.99,2.27,0.00,0.57,6.04,0.19,1.05,4.69,46.00,34.00,122.65,1294.60,10.00,2.00,55.00,0.71,0.00,2.00,8.00,14.00,10.00,0.00,4.00,8.00,0.00,4.00,12.28,0.38,2.11,35.00,72.00,79.00,178.49,2506.00,14.00,6.00,175.00,2.01,2.00,2.00,10.00,14.00,18.00,0.00,4.00,8.00,0.00,8.00,23.01,0.38,2.11,229.00,26.00,45.00,55.85,1211.40,4.00,4.00,120.00,1.30,2.00,0.00,2.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,10.73,0.00,0.00,194.00,26.00,55.00,55.85,1211.40,8.00,4.00,120.00,1.83,2.00,0.00,6.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,10.73,0.00,0.00,225.00
18.67,30.33,41.31,1313.23,6.00,3.33,143.00,1.37,1.67,0.67,0.33,0.00,2.67,0.33,1.33,3.00,0.00,4.67,23.13,0.26,0.00,216.67,13.56,31.78,31.73,573.03,5.33,1.11,31.33,0.36,0.44,0.89,0.44,0.00,1.11,0.44,1.78,4.00,0.00,2.89,6.16,0.34,0.00,15.11,36.00,77.00,81.97,1345.31,13.00,3.00,79.00,0.92,1.00,2.00,1.00,0.00,3.00,1.00,4.00,9.00,0.00,8.00,15.77,0.77,0.00,35.00,39.00,78.00,88.91,1799.00,14.00,5.00,190.00,1.90,2.00,2.00,1.00,0.00,4.00,1.00,4.00,9.00,0.00,9.00,32.37,0.77,0.00,229.00,3.00,1.00,6.94,453.69,1.00,2.00,111.00,0.98,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,16.59,0.00,0.00,194.00,3.00,1.00,6.94,453.69,1.00,2.00,111.00,0.98,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,16.59,0.00,0.00,194.00
36.33,58.33,84.06,1243.43,9.33,4.33,141.00,1.77,2.00,1.00,2.67,3.33,9.00,0.00,1.00,0.67,1.33,3.00,21.38,0.54,0.20,140.33,19.78,18.22,52.30,617.42,4.22,1.11,34.00,0.37,0.00,1.33,3.56,4.44,2.67,0.00,1.33,0.89,1.78,0.67,7.37,0.72,0.27,92.22,51.00,52.00,131.53,1410.70,12.00,3.00,85.00,0.97,0.00,3.00,8.00,10.00,7.00,0.00,3.00,2.00,4.00,2.00,20.92,1.63,0.60,223.00,66.00,83.00,162.50,1728.00,15.00,6.00,192.00,2.19,2.00,3.00,8.00,10.00,12.00,0.00,3.00,2.00,4.00,4.00,31.24,1.63,0.60,225.00,15.00,31.00,30.97,317.30,3.00,3.00,107.00,1.22,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,10.32,0.00,0.00,2.00,15.00,31.00,30.97,317.30,3.00,3.00,107.00,1.22,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,10.32,0.00,0.00,2.00
18.00,65.00,37.00,486.07,12.00,3.33,126.67,2.44,2.00,3.33,0.00,0.00,5.33,0.00,0.67,0.00,0.00,0.67,28.92,1.66,0.00,117.67,1.33,38.67,2.06,419.29,6.67,0.44,32.89,0.96,0.00,2.22,0.00,0.00,2.22,0.00,0.44,0.00,0.00,0.44,5.90,1.11,0.00,71.56,3.00,87.00,4.63,943.40,15.00,1.00,74.00,2.16,0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,1.00,13.27,2.49,0.00,161.00,20.00,94.00,40.08,1115.00,17.00,4.00,176.00,3.16,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,37.77,2.49,0.00,225.00,17.00,7.00,35.45,171.60,2.00,3.00,102.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00,0.00,64.00,17.00,94.00,35.45,171.60,17.00,3.00,102.00,3.16,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,24.50,2.49,0.00,64.00
26.00,69.20,57.28,2055.00,11.60,3.80,125.00,2.02,1.60,1.20,2.80,0.00,5.60,0.40,2.40,1.20,0.00,4.00,17.67,0.46,0.00,213.80,14.40,10.56,35.03,441.60,2.88,0.96,16.80,0.14,0.48,0.96,3.36,0.00,1.92,0.48,1.92,1.44,0.00,0.00,3.33,0.37,0.00,15.84,30.00,22.00,72.99,920.00,6.00,2.00,35.00,0.30,1.00,2.00,7.00,0.00,4.00,1.00,4.00,3.00,0.00,0.00,6.93,0.77,0.00,33.00,44.00,78.00,101.07,2607.00,14.00,5.00,146.00,2.20,2.00,2.00,7.00,0.00,8.00,1.00,4.00,3.00,0.00,4.00,20.44,0.77,0.00,227.00,14.00,56.00,28.09,1687.00,8.00,3.00,111.00,1.90,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,13.51,0.00,0.00,194.00,14.00,78.00,28.09,1687.00,14.00,3.00,111.00,1.90,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,20.44,0.77,0.00,227.00
20.00,66.50,43.46,1387.60,11.00,3.50,131.75,1.61,1.75,0.75,1.00,0.00,3.50,0.25,3.75,1.50,0.00,5.50,16.91,0.00,0.00,226.00,10.50,9.75,24.72,681.20,3.00,0.75,16.13,0.00,0.38,0.38,1.50,0.00,0.75,0.38,1.88,2.25,0.00,0.75,0.64,0.00,0.00,1.50,28.00,26.00,65.93,1816.53,8.00,2.00,43.00,0.01,1.00,1.00,4.00,0.00,2.00,1.00,5.00,6.00,0.00,2.00,1.70,0.00,0.00,4.00,41.00,73.00,92.91,2750.00,13.00,5.00,164.00,1.61,2.00,1.00,4.00,0.00,5.00,1.00,5.00,6.00,0.00,7.00,18.18,0.00,0.00,229.00,13.00,47.00,26.98,933.47,5.00,3.00,121.00,1.60,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,16.48,0.00,0.00,225.00,13.00,73.00,26.98,933.47,13.00,3.00,121.00,1.61,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,16.48,0.00,0.00,225.00
42.33,56.67,100.22,1510.51,8.67,4.67,149.67,1.68,1.33,0.33,3.33,4.00,9.00,0.00,1.67,0.00,0.67,2.33,20.49,0.00,0.00,214.67,19.56,14.44,48.83,384.69,3.78,1.11,26.22,0.34,0.89,0.44,4.44,5.33,4.00,0.00,2.22,0.00,0.89,1.78,6.73,0.00,0.00,13.78,55.00,38.00,140.28,894.58,10.00,3.00,68.00,0.96,2.00,1.00,10.00,12.00,11.00,0.00,5.00,0.00,2.00,5.00,16.18,0.00,0.00,31.00,68.00,73.00,167.26,1828.05,13.00,6.00,189.00,2.20,2.00,1.00,10.00,12.00,14.00,0.00,5.00,0.00,2.00,5.00,30.59,0.00,0.00,225.00,13.00,35.00,26.98,933.47,3.00,3.00,121.00,1.24,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00,13.00,35.00,26.98,933.47,3.00,3.00,121.00,1.24,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00
16.00,59.33,36.42,1749.33,2.67,3.00,122.33,1.49,2.00,0.00,0.67,0.00,2.67,0.00,0.00,2.67,0.00,2.67,12.99,0.00,0.00,194.00,16.00,10.22,36.54,252.44,0.89,1.33,35.11,0.11,0.00,0.00,0.89,0.00,0.89,0.00,0.00,3.56,0.00,3.56,6.80,0.00,0.00,0.00,36.00,23.00,82.21,568.00,2.00,3.00,79.00,0.24,0.00,0.00,2.00,0.00,2.00,0.00,0.00,8.00,0.00,8.00,15.31,0.00,0.00,0.00,40.00,67.00,91.22,2128.00,4.00,5.00,175.00,1.57,2.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00,4.00,44.00,9.01,1560.00,2.00,2.00,96.00,1.33,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.89,0.00,0.00,194.00,4.00,67.00,9.01,1560.00,2.00,2.00,96.00,1.57,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.89,0.00,0.00,194.00
24.67,76.33,60.17,844.67,2.00,2.67,79.00,1.90,1.33,0.00,0.67,4.67,6.67,0.67,0.00,2.67,0.00,3.33,11.81,5.24,0.00,194.00,31.56,20.89,78.88,1107.55,1.33,2.22,64.00,0.40,0.44,0.00,0.89,6.22,7.56,0.44,0.00,3.56,0.00,3.11,6.93,3.49,0.00,0.00,71.00,47.00,177.48,2491.99,3.00,5.00,144.00,0.90,1.00,0.00,2.00,14.00,17.00,1.00,0.00,8.00,0.00,7.00,15.59,7.85,0.00,0.00,72.00,92.00,178.49,2506.00,4.00,6.00,175.00,2.20,2.00,0.00,2.00,14.00,18.00,1.00,0.00,8.00,0.00,8.00,22.20,7.85,0.00,194.00,1.00,45.00,1.01,14.01,1.00,1.00,31.00,1.30,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,6.62,0.00,0.00,194.00,1.00,92.00,1.01,14.01,1.00,1.00,31.00,2.20,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,6.62,7.85,0.00,194.00
29.40,77.90,70.56,737.60,12.80,3.30,94.50,2.88,1.70,2.40,2.70,4.20,11.00,0.30,1.20,0.30,0.00,1.80,12.26,0.00,0.00,94.10,29.16,10.92,74.72,819.36,3.84,1.62,34.20,0.67,0.42,1.92,3.78,5.88,7.80,0.42,0.96,0.42,0.00,0.36,3.78,0.00,0.00,98.52,70.00,24.00,179.09,1986.60,14.00,4.00,75.00,2.13,1.00,4.00,9.00,14.00,22.00,1.00,2.00,1.00,0.00,2.00,13.79,0.00,0.00,213.00,78.00,87.00,195.08,2041.40,16.00,6.00,141.00,3.44,2.00,4.00,9.00,14.00,24.00,1.00,2.00,1.00,0.00,2.00,22.89,0.00,0.00,225.00,8.00,63.00,16.00,54.80,2.00,2.00,66.00,1.31,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
47.33,62.33,113.81,1001.89,11.33,5.00,154.67,1.79,2.00,2.33,7.00,0.00,11.33,0.00,1.67,3.00,0.00,4.67,31.28,0.16,0.00,170.67,9.56,32.89,25.93,186.15,5.56,0.67,34.89,0.46,0.00,1.56,4.00,0.00,5.56,0.00,1.11,4.00,0.00,2.89,6.07,0.21,0.00,15.56,24.00,77.00,63.98,470.34,13.00,2.00,88.00,1.08,0.00,4.00,9.00,0.00,13.00,0.00,3.00,9.00,0.00,7.00,14.72,0.46,0.00,42.00,57.00,90.00,138.91,1193.00,16.00,6.00,207.00,2.18,2.00,4.00,10.00,0.00,16.00,0.00,3.00,9.00,0.00,9.00,36.90,0.46,0.00,194.00,33.00,13.00,74.92,722.66,3.00,4.00,119.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,22.18,0.00,0.00,152.00,33.00,13.00,74.92,722.66,3.00,4.00,119.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,22.18,0.00,0.00,152.00
37.00,65.00,87.80,1897.00,10.80,4.20,133.20,1.82,2.00,1.20,1.40,4.80,9.40,0.00,2.40,0.60,0.80,3.80,21.35,0.46,0.00,220.00,27.60,15.60,71.65,336.80,3.84,1.44,26.64,0.24,0.00,0.96,2.24,5.76,6.48,0.00,1.92,0.96,1.28,0.32,3.95,0.37,0.00,10.40,63.00,47.00,164.13,1054.00,11.00,3.00,81.00,0.98,0.00,2.00,7.00,14.00,19.00,0.00,4.00,3.00,4.00,1.00,17.03,0.77,0.00,33.00,77.00,78.00,192.22,2739.00,14.00,6.00,192.00,2.20,2.00,2.00,7.00,14.00,23.00,0.00,4.00,3.00,4.00,4.00,31.24,0.77,0.00,227.00,14.00,31.00,28.09,1685.00,3.00,3.00,111.00,1.22,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,14.21,0.00,0.00,194.00,14.00,78.00,28.09,1687.00,14.00,3.00,111.00,1.90,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,20.44,0.77,0.00,227.00
50.80,43.00,120.98,1702.20,5.80,5.20,164.80,1.50,2.00,0.00,3.20,6.00,11.20,0.00,0.00,0.80,2.40,3.20,22.87,0.00,0.24,206.40,18.24,14.40,49.83,20.64,3.36,0.96,32.64,0.33,0.00,0.00,3.84,4.80,0.96,0.00,0.00,0.96,1.92,0.96,10.04,0.00,0.29,14.88,38.00,30.00,103.81,43.00,7.00,2.00,68.00,0.69,0.00,0.00,8.00,10.00,2.00,0.00,0.00,2.00,4.00,2.00,20.92,0.00,0.60,31.00,66.00,61.00,162.50,1728.00,10.00,6.00,192.00,1.91,2.00,0.00,8.00,10.00,12.00,0.00,0.00,2.00,4.00,4.00,31.24,0.00,0.60,225.00,28.00,31.00,58.69,1685.00,3.00,4.00,124.00,1.22,2.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,2.00,10.32,0.00,0.00,194.00,66.00,31.00,162.50,1685.00,3.00,6.00,192.00,1.22,2.00,0.00,0.00,10.00,12.00,0.00,0.00,0.00,4.00,4.00,31.24,0.00,0.00,194.00
43.00,39.00,100.02,822.11,7.00,5.00,169.50,1.32,2.00,0.00,5.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,36.86,0.00,0.00,209.50,5.00,31.00,12.40,227.89,5.00,0.00,25.50,0.37,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,17.37,0.00,0.00,15.50,10.00,62.00,24.79,455.78,10.00,0.00,51.00,0.74,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,34.74,0.00,0.00,31.00,48.00,70.00,112.41,1050.00,12.00,5.00,195.00,1.69,2.00,0.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,54.23,0.00,0.00,225.00,38.00,8.00,87.62,594.22,2.00,5.00,144.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00,38.00,8.00,87.62,594.22,2.00,5.00,144.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00
30.67,31.33,73.06,847.90,6.00,4.00,154.00,1.35,1.67,1.00,3.33,0.00,6.00,0.33,1.00,0.00,0.00,1.33,34.12,0.00,0.00,208.00,18.44,35.11,44.08,262.80,6.00,1.33,40.67,0.55,0.44,1.33,4.44,0.00,6.00,0.44,1.33,0.00,0.00,1.11,19.65,0.00,0.00,28.00,53.00,83.00,130.39,636.31,14.00,4.00,96.00,1.29,1.00,3.00,10.00,0.00,14.00,1.00,3.00,0.00,0.00,3.00,47.00,0.00,0.00,63.00,56.00,84.00,137.33,1090.00,15.00,6.00,215.00,2.18,2.00,3.00,10.00,0.00,15.00,1.00,3.00,0.00,0.00,3.00,63.59,0.00,0.00,229.00,3.00,1.00,6.94,453.69,1.00,2.00,119.00,0.89,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.59,0.00,0.00,166.00,3.00,1.00,6.94,453.69,1.00,2.00,119.00,0.89,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.59,0.00,0.00,166.00
25.86,75.43,56.14,1113.63,13.00,3.71,118.57,2.39,1.71,2.29,3.29,0.00,7.29,0.29,1.14,1.00,0.00,2.43,20.10,1.26,0.22,132.00,11.27,14.37,27.52,828.89,3.43,0.82,15.51,0.21,0.41,1.96,3.76,0.00,1.47,0.41,0.98,1.14,0.00,0.49,6.50,1.08,0.38,70.86,29.00,30.00,70.84,1848.64,7.00,2.00,37.00,0.70,1.00,4.00,8.00,0.00,3.00,1.00,2.00,3.00,0.00,1.00,15.54,2.20,1.55,155.00,45.00,88.00,102.91,2237.00,16.00,5.00,142.00,2.58,2.00,4.00,8.00,0.00,9.00,1.00,2.00,3.00,0.00,3.00,25.79,2.20,1.55,225.00,16.00,58.00,32.07,388.36,9.00,3.00,105.00,1.88,1.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,10.25,0.00,0.00,70.00,16.00,88.00,32.07,388.36,16.00,3.00,105.00,2.58,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,25.79,2.20,0.00,70.00
61.67,48.33,149.78,1323.25,6.33,5.67,173.33,1.42,2.00,0.33,3.33,8.00,13.67,0.00,1.67,0.00,1.33,3.00,28.48,0.00,0.00,175.67,8.44,17.78,23.31,595.67,4.44,0.44,20.89,0.24,0.00,0.44,4.44,5.33,0.44,0.00,2.22,0.00,0.89,1.33,2.81,0.00,0.00,24.44,19.00,40.00,52.44,1340.25,10.00,1.00,47.00,0.54,0.00,1.00,10.00,12.00,1.00,0.00,5.00,0.00,2.00,3.00,6.33,0.00,0.00,55.00,68.00,75.00,167.26,1770.00,13.00,6.00,189.00,1.78,2.00,1.00,10.00,12.00,14.00,0.00,5.00,0.00,2.00,5.00,30.59,0.00,0.00,194.00,49.00,35.00,114.82,429.75,3.00,5.00,142.00,1.24,2.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,2.00,24.26,0.00,0.00,139.00,68.00,35.00,167.26,1770.00,3.00,6.00,189.00,1.24,2.00,0.00,0.00,12.00,14.00,0.00,0.00,0.00,2.00,2.00,30.59,0.00,0.00,194.00
34.00,71.33,81.63,751.67,6.67,3.67,114.33,1.99,1.67,1.33,3.33,3.67,10.00,0.33,0.67,0.00,1.00,2.00,21.09,2.88,0.00,134.00,22.00,25.56,55.53,663.55,6.22,1.78,55.56,0.51,0.44,1.78,4.44,4.89,6.00,0.44,0.89,0.00,1.33,0.67,9.65,3.31,0.00,80.00,66.00,59.00,163.92,1732.99,15.00,5.00,161.00,1.32,1.00,4.00,10.00,11.00,15.00,1.00,2.00,0.00,3.00,2.00,24.12,7.85,0.00,180.00,67.00,92.00,164.93,1747.00,16.00,6.00,192.00,2.55,2.00,4.00,10.00,11.00,16.00,1.00,2.00,0.00,3.00,3.00,30.73,7.85,0.00,194.00,1.00,33.00,1.01,14.01,1.00,1.00,31.00,1.23,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,6.62,0.00,0.00,14.00,1.00,33.00,1.01,14.01,1.00,1.00,31.00,1.23,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,6.62,0.00,0.00,14.00
28.75,51.00,64.32,1782.62,6.25,4.25,157.75,1.45,2.00,0.25,1.50,0.00,3.75,0.00,1.25,6.00,0.00,7.25,19.89,0.00,0.00,201.75,11.25,11.00,26.90,424.57,3.38,0.75,18.38,0.12,0.00,0.38,0.75,0.00,0.38,0.00,1.88,3.00,0.00,1.13,3.31,0.00,0.00,11.63,27.00,30.00,64.24,1194.53,9.00,2.00,54.00,0.28,0.00,1.00,2.00,0.00,1.00,0.00,5.00,8.00,0.00,3.00,6.72,0.00,0.00,31.00,40.00,73.00,91.22,2128.00,13.00,5.00,175.00,1.61,2.00,1.00,2.00,0.00,4.00,0.00,5.00,8.00,0.00,8.00,23.20,0.00,0.00,225.00,13.00,43.00,26.98,933.47,4.00,3.00,121.00,1.33,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,16.48,0.00,0.00,194.00,40.00,44.00,91.22,2128.00,4.00,5.00,175.00,1.33,2.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00
55.33,63.67,133.31,898.39,10.33,5.33,156.67,1.71,2.00,1.33,6.67,3.33,13.33,0.00,2.67,0.00,1.33,4.00,32.60,0.00,0.00,158.67,7.11,21.78,19.46,524.41,4.89,0.44,23.56,0.33,0.00,0.89,4.44,4.44,0.89,0.00,1.78,0.00,1.78,0.00,0.91,0.00,0.00,23.56,16.00,49.00,43.79,1179.92,11.00,1.00,53.00,0.74,0.00,2.00,10.00,10.00,2.00,0.00,4.00,0.00,4.00,0.00,2.05,0.00,0.00,53.00,66.00,80.00,162.50,1685.00,14.00,6.00,192.00,1.96,2.00,2.00,10.00,10.00,14.00,0.00,4.00,0.00,4.00,4.00,33.29,0.00,0.00,194.00,50.00,31.00,118.71,505.08,3.00,5.00,139.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,31.24,0.00,0.00,141.00,50.00,80.00,118.71,505.08,14.00,5.00,139.00,1.96,2.00,2.00,10.00,0.00,14.00,0.00,4.00,0.00,0.00,4.00,33.29,0.00,0.00,141.00
54.80,58.80,135.99,1312.92,10.20,5.00,144.00,1.92,1.60,0.40,4.40,5.60,12.00,0.40,2.00,1.60,0.00,4.00,19.75,0.00,0.00,225.00,33.44,17.12,87.20,303.56,2.88,1.60,24.80,0.50,0.48,0.48,4.48,6.72,10.40,0.48,2.40,2.56,0.00,2.40,5.05,0.00,0.00,0.00,77.00,57.00,205.06,1089.53,10.00,4.00,85.00,1.24,1.00,1.00,10.00,14.00,22.00,1.00,5.00,8.00,0.00,7.00,15.89,0.00,0.00,0.00,90.00,73.00,232.04,2023.00,13.00,7.00,206.00,2.54,2.00,1.00,10.00,14.00,25.00,1.00,5.00,8.00,0.00,8.00,32.37,0.00,0.00,225.00,13.00,16.00,26.98,933.47,3.00,3.00,121.00,1.30,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,16.48,0.00,0.00,225.00,13.00,66.00,26.98,933.47,11.00,3.00,121.00,1.61,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,16.48,0.00,0.00,225.00
34.20,60.80,81.15,2645.40,9.40,4.00,123.40,2.12,1.60,0.40,3.40,2.80,8.20,0.40,2.00,2.60,0.00,5.00,11.99,0.61,0.00,203.00,23.36,8.96,56.27,237.92,2.88,1.60,31.52,0.06,0.48,0.48,2.72,4.48,5.92,0.48,2.40,2.08,0.00,0.80,3.85,0.73,0.00,29.60,72.00,22.00,181.41,548.00,7.00,4.00,70.00,0.16,1.00,1.00,7.00,14.00,20.00,1.00,5.00,5.00,0.00,3.00,8.52,1.52,0.00,63.00,77.00,72.00,192.22,2896.00,13.00,6.00,154.00,2.20,2.00,1.00,7.00,14.00,23.00,1.00,5.00,5.00,0.00,6.00,15.69,1.52,0.00,229.00,5.00,50.00,10.81,2348.00,6.00,2.00,84.00,2.04,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,7.17,0.00,0.00,166.00,5.00,50.00,10.81,2348.00,6.00,2.00,84.00,2.04,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,7.17,0.00,0.00,166.00
18.33,69.11,38.43,357.96,12.33,3.33,128.56,2.46,1.78,3.33,0.56,0.00,5.67,0.22,0.67,0.56,0.00,1.44,33.74,1.66,0.00,117.67,1.78,33.19,3.97,258.01,6.22,0.44,35.41,0.93,0.35,2.22,0.99,0.00,2.07,0.35,0.44,0.99,0.00,0.79,17.50,1.11,0.00,71.56,8.00,91.00,19.49,1347.40,16.00,1.00,101.00,2.34,1.00,5.00,5.00,0.00,6.00,1.00,1.00,5.00,0.00,4.00,62.62,2.49,0.00,165.00,25.00,94.00,54.94,1519.00,17.00,4.00,203.00,3.16,2.00,5.00,5.00,0.00,7.00,1.00,1.00,5.00,0.00,5.00,73.11,2.49,0.00,229.00,17.00,3.00,35.45,171.60,1.00,3.00,102.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,10.49,0.00,0.00,64.00,17.00,94.00,35.45,171.60,17.00,3.00,102.00,3.16,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,24.50,2.49,0.00,64.00
